@relation sentimentos

@attribute text string
@attribute sentimento {Negativo,Neutro,Positivo}

@data
'Esta gostando de alguém? Se sim, qual a inicial do nome — nãoo to :) https://t.co/xn7d3fPLaA',Positivo
'@ovatsug_o Ai vc economiza fazendo rolê com ela e rápido faz a tatuagem :)',Positivo
'ATENÇÃO FOTÓGRAFOS! :) https://t.co/mVxrqHXzsq',Positivo
'@CarlinDoPlay Acho q o 3° é melhor :P',Positivo
'@Glacielsi Olá menina! Sim há. São os que nos motivam e inspiram :)',Positivo
'@sebtsb dm me :)))) eu te amo',Positivo
'@dandanxis é sim :) família é tudo!',Positivo
'@barbaracapela3 MAS Ó BÁRBARA, A MINHA IRMÃ ESTÁ CÁ SEQUER? NÃO NÃO ESTÁ, e todos os que o meu pai tem não dão :)',Positivo
'@Loren_Ink Ah, obrigado! As vezes é bom pegar e rabiscar quando a inspiração vem :D',Positivo
'Cheguei agora a casa e daqui a 2h vou trabalhar outra vez :)',Positivo
'@juliacki Fico muito feliz por ti, Julia. De verdade mesmo :)',Positivo
'@hyunctzen @YouTube de nada :)',Positivo
'Partilhamos o resumo da Iª Semana do Sínodo dos Bispos sobre a Juventude. Video realizado pelo Serviço de Juventude de Lisboa com a participação do Tomás Virtuoso, um dos jovens portugueses que esteve presente no pré-sínodo em março deste ano :) https://t.co/qHmrJ4HEPR',Positivo
'@AmaneMi94168798 CLARO KKKKKKKKK tadinha :)',Positivo
'@handylimax Parece que só tem na Sala Vip (porém retiraram do site). Mais fácil você assistir no Teresina Shopping :))',Positivo
'fun fact de hoje: ela tinha que fazer esses dreads todos os dias que ela ia gravar :P ou seja era td dia ela fazendo dread https://t.co/svuf6XLm52',Positivo
'@ahgaswven_ Talvez nunca vai saber se não tentar, lembrando que eu irei conseguir ler de qualquer jeito :P I’m english speaker girl',Positivo
'@chateio @manusela_ @Haddad_Fernando Vamos mais uma vez calar o bolsominion que vomita fake news. Não tem nada sobre segurança pública? Páginas 31, 33 e 33. De nada. Ah, se quiser manda mais fake news que a gente desconstrói com fontes diretas do plano de governo, sem montagem tosca :) https://t.co/abMS9Qd8Js',Positivo
'@17thsense @YouTube obrigada!! ajudou um pouco :)',Positivo
'@Srgio01271200 Bem, por isso é que eu gostava de ver os números. Sem números nada feito :)',Positivo
'to indo para a bgs mas eu só passei aqui para te dar feliz aniversário :) BRAZIL LOVES U! 🖤#HAPPYJIMINDAY https://t.co/TWFHqRdazd',Positivo
'@detremura @paulocoelho Ai sim hein parabéns... Deve ter sido fantástico ter realizado seu sonho de infância :D Sobre Aparecida, nos últimos tempos tenho ido lá com mais frequência, e gosto muito de passear por lá.',Positivo
'O velho me ensinou a gostar de trabalhar :D',Positivo
'@TeatroBonecos Lindo e verdadeiro o que você escreveu. Você é muito fofo...e feliz dia das crianças! :)',Positivo
'@DanilloFarce melhorou um pouco, mas tem como melhorar mais! é só querer :)',Positivo
'feliz dia das crianças para mim! quero presente tá :)',Positivo
'@isavencastro de nada :))',Positivo
'@AssisWilder @ehomath Sim, essa sim :D',Positivo
'COMEÇOU O primeiro programa do guia eleitoral #Haddad13 ficou show :)',Positivo
'@spidemwn oi, desculpa incomodar, mas que app é esse??? :)',Positivo
'Essa é uma das @ que conseguem alegrar o seu dia, e a sua line, com apenas 1 palavra! Parabéns sócia querida @mi_mentz pelo seu dia! Muita saúde, paz, alegria, galhofas e jogos da segunda divisão do campeonato turco ! hahah Aproveite muito o seu dia! :)',Positivo
'até o Bayern :) https://t.co/DbMbyIaAVo',Positivo
'seria legal imitando o emote mostrando a lingua e com o dedo nela :p — Qual emoticon? https://t.co/agiWPoIGIY',Positivo
'@CarlosMoretti18 @araujocaaa1 @anadebidany tudo bem, desculpe se fui rude em algum momento mas isso que vc posta tem impacto real na vida das pessoas. essa mulher foi atacada por fascistas que seguem uma ideologia que matou milhões. enfim, feliz da dias crianças pro seu menino :)',Positivo
'Ia ficando sem unha :)',Positivo
'@w_oliveiras @carlaprvieira Tem algumas colegas no desprograme que gostariam de ir em meetup mas elas têm filhos etc e disseram que é difícil ir de noite na semana.. sábado tbm é legal pq daria pra participar tbm :)',Positivo
'@ValValverde Entendo a mais de 10 anos :)',Positivo
'@_victorialimas Fico uma mistura de animacao de sono, oq só me deixa mais tonta :) kkkkkkk',Positivo
'@Heitor_Games fazer uma pipoquinha pra ver o narrador narrando ao vivo :)',Positivo
'@nascidanoesgoto Pra vc ver o quão bom ele foi pra cidade né :)',Positivo
'Olá estou a fazer chamada com a melhor pessoa do mundo aka @God_hates_Nono :)',Positivo
'Boa noite :) — Bom dia :) https://t.co/AEnuhB1hJe',Positivo
'Queria um presentinho de dia das crianças :)',Positivo
'@Luann_Limaa Não tão cedo :)',Positivo
'@jmendesdemorais @AnarcoFino Isso. Grita aí que vemos :)',Positivo
'@sofioliveira17 não te conheço muito bem mas pareces ser bacana e és gira :))',Positivo
'Camiie_k :)',Positivo
'Boa tarde! :) https://t.co/HK8Rpza7OT',Positivo
'Até quero ver como é que amanhã vou estar a horas no cartório :))',Positivo
'vou sair do tt, ver essas pessoas postando coisa sobre o jimin me deixa pra baixo :D',Positivo
'@arthursotoow @enricomarquex sabe que eu te amo muito né coisa linda? :)',Positivo
'@siaghine Faz um vídeo :)',Positivo
'tem um homem cantando no metro aqui meu deus eu só quero dar uma voadora :)',Positivo
'@ovinicius4 @victorolivweira @anajdebrassi @Xbr_Carioca @Haddad_Fernando Sério, more? Obrigada por me explicar :)',Positivo
'ultima coisa, hoje eu encontrei essas gotinhas de noz da india e eu vo começar a tomar e ver nq da, se alguem ja ouviu falar ou ja usou, me digam pffff e eu aviso vcs se funcionou cmg ou nao :) #controlana https://t.co/KQG2GIhmqP',Positivo
'https://t.co/qGpRxem1VF o mx tá em primeiro lugar, eu tô tão feliz, mostra que a ansiedade pra esse comeback é universal shudhsudhhuds a votação vai até o dia 20, então não deixem de votar nos meninos, mbbs :)',Positivo
'@FotosDeFatos Como me deixa feliz assistir a esse vídeo! :)',Positivo
'@anasavini aliás, em melhores matérias, você viu isso aqui? https://t.co/Ngkw7XiFWo no sesc ipi :)',Positivo
'O meu instrutor enervar-me tanto e está sempre a chamar me Ana Rita, tipo não!! :)))',Positivo
'Felizmente já aprendi a cagar nas atitudes nojentas e infantis das outras pessoas. Just move on :P',Positivo
'Feliz dia :) https://t.co/Mhxer83dg7',Positivo
'Dia de visitar o Centro :) em Mirante Ed. Banespa https://t.co/eke69NauMu',Positivo
'@momotaisu Tem que valorizar mais suas habilidades hein? Vai dar tudo certo :)',Positivo
'@ProjetoFicPedia Poa é muito longe de uberlandia, nao tem voo direto mesmo. Acredito que os proximos serao :)',Positivo
'@jovemnerd @azaghal Gostaria de dar uma sugestão: ao invés do destaque pros nerdcast  desgraçado da minha cabeça  vocês podiam dar destaque pros de história, até pelo volume maior de programas e relevância do tema :) https://t.co/O00y5bF8eH',Positivo
'Se dormir já é bom, imagina comigo? :-)',Positivo
'Boa tarde e feliz dia das crianças pra vocês que são um neném igual eu :)',Positivo
'O dia das crianças é um dos mais especiais do ano, afinal, todos temos aquela criança que amava sentar na frente do videogame com os amigos ou de ir à lanhouse. Feliz dia das crianças a todos os nossos amigos e clientes. Feliz dia das crianças para nós, eternas crianças! :D https://t.co/vSDhQC1G3v',Positivo
'@machadotelles Me perdoe pelo excesso, Guga Chacra :)',Positivo
'feliz dia das atitudes de vcs :)',Positivo
'@jmendesdemorais não pode.... DEVE! Aqui é tudo free, pode copiar o que quiser :)',Positivo
'Meu presente de dia das crianças eu ganhei na semana passada :) há eu não te apresentei meus amigos Rey e BB8 eu os encontrei na Comic Con :) #diadascriancas #starwars #nycc2018 #blessed… https://t.co/1pf3TS6Y24',Positivo
'@quetao Não sei, mas se descobrir, avisa. Também quero. :-)',Positivo
'bom, ele não me desovou mas me largou no meio da Brasil pq não entra em favela :)',Positivo
'@Maximusone2 @samuelslm @DanielCP_CRF @SpMarilda @Falecomniq @cirogomes Agradeço também pela educação. É dialogando que todos nós podemos crescer juntos! De fato, é algo a se pensar. E pensar é tudo o que peço. Bom feriado! :)',Positivo
'@CenasQueCurto @avelinokiala @SIConline @Cognitivo @DesportoMZ @ProDesporto @CaipLounge @eCalandula @pentchicodc @JChitunda Feedback é bem recebido :)',Positivo
'O tempo que não volta mais :) https://t.co/jolCtmnDeK',Positivo
'@bruzambelli7 @kimpkat @FernandoHoliday Se o Lula pode mandar um representante, porque Bolsonaro não pode? :D',Positivo
'@PdpGrinGa Hahahahahhahaha Vlw🤗💙 :D',Positivo
'feriado regado a muita ansiedade e sensação de sufoco na garganta :)',Positivo
'con aceite corporal nena todo se resbala :p',Positivo
'Consegui o Mew e o Celebi hj #happy :)',Positivo
'@abbyscate Estou orando por você, querida! Vai dar tudo certo. Você é forte! Eu acredito em você :) Forças',Positivo
'@carolcostaatal ohhh ty :)) n havia nada de mal com o joelho, parce q deslocar o joelho é uma cena normal da vida',Positivo
'Tanto dizia que a Jéssica era tua Melhor Amiga,como agora já não é mais? — me prova que um dia eu disse isso, daí eu acredito :) https://t.co/4M3Bfx7VPb',Positivo
'@Midreky @sofazzio Acabaram por usar outras fotografias, mas de qualquer forma queria dizer-vos que as inscrições para o Artist s Alley abriram, se estiverem interessadas! :) https://t.co/EFXdDLcJWK',Positivo
'@RyannAlpaca Fiz aqui rapidim, pode usar a vontade !! :) https://t.co/dEVw0N2Jtd',Positivo
'@AzeredoArtur Fui assim. Depois passa :)',Positivo
'@inespedrosa_pt Boa! Ainda há esperança :)',Positivo
'@annebanbosa que isso, eu adorei :)) Eu que agradeço por ter feito-a',Positivo
'@bitterlibrowni Alma protesto et :)',Positivo
'@jqteix Eu trabalhei hj pq a empresa não para nem nos feriado mas ta bom pelo menos ganho 100% ta valendo :)',Positivo
'Fizeram strogonoff :) É de frango :(',Positivo
'FELIZ DIA DAS CRIANÇAS! :) https://t.co/MVwjwGbGL5',Positivo
'@truesricosta @ElevenSports_PT Não sabia a sério, já tinha virado o site de uma ponta à outra!! Ahahaha Obrigadao :) eu só sou assinante pela net!',Positivo
'@deca_barreto @leandrofreythas Pessoa maravilhosa atrai gente maravilhosa :)',Positivo
'@Joanaacf então pronto, love you :)',Positivo
'@Fabio_Gongora @Haddad_Fernando Não entendi seu comentário. :)',Positivo
'@GabbBrandao Eu acho todas lindas mas sou proibida de usar pq zico o time :)',Positivo
'acho que me decidi :) https://t.co/BpkSDmSaRp',Positivo
'Acordei com papai fazendo o almoço maravilhoso que ele sabe fazer, ate ai tava indo tudo tão bem. Daí ele solta:  a louça do almoço é tua, viu bonita . Papai acabou com minha alegria :)',Positivo
'@andre_fs14 E eu, 3 ano consecutivo sem ganhar skin por ban :))',Positivo
'Minha família alugou sitio de ontem a domingo e eu não vou porque to trabalhando :))))))))',Positivo
'HOJE TODOS OS CAMINHOS TE LEVAM PRA CXD   Especial dia das Crianças   :) . https://t.co/ZygHDrHmxV',Positivo
'hoje eu queria ir na expo, mas percebi que não tenho amigos pra isso :)',Positivo
'Vou ir assistir ao novo episódio de AHS: Apocalypse e almoçar :)',Positivo
'@tiagocruuzz Daqui a bocado vês isso :))',Positivo
'@marianasrocha_ podes sempre tentar :)',Positivo
'Ficar sozinha em casa: amo Fazer meu almoço: odeio :)',Positivo
'@ddlgeek também :)',Positivo
'@btssart Eu tenho 15 aninhos Kkkkkkkkkkkkk ainda estou na faixa para poder me unir a vcs :)',Positivo
'@PauloFanti1 @CurtiAntony que fofo tem razão :)',Positivo
'haters:  nct veio de berço de ouro. privilegiados da big3  mark lee mandando a real pra vcs em  my van :  vc está errado sobre os idols da sm. é mais difícil de ser comprometido doq vc pensa. vc pode querer ser eu, porém todos vcs são mais fracos doq o esperado  bom dia! :) https://t.co/DhbSYK7uwu',Positivo
'@Laranjito76 @ca_ichbin Ah bom! :)',Positivo
'to arrumando minha mala :)',Positivo
'RT porque eu sei que esse sorriso vai te contagiar :D https://t.co/nVuTLo2NS6',Positivo
'@TheSparrowsJour Bah! Mesmo! Mas podemos sempre ir à @DoisCorvos. :P',Positivo
'@mattmdiniz foca na viagem :)',Positivo
'Ja ta mais uma :))))',Positivo
'Momentos diferentes mas para sempre :)',Positivo
'Mas tirando isso, dei meus bjs q n podia ne Beatriz, mas queria :) e vi pessoas q eu gosto, então foi meio merda só',Positivo
'@euseietunao Tens um bocado dos dois :)',Positivo
'é sempre mt bom ver parece sempre a primeira vez :)',Positivo
'eu falo muito palavrao e meus amigos nao gostam quando eu falo ai eu mando eles se foderem :)',Positivo
'@SynysterGaming1 oooo canada :P',Positivo
'@almeidaxxs ESSA METAMORFOSE AMBULANTE :D',Positivo
'@NETatende Quando vier a conta de um combo mais caro do que eu utilizo eu tb vou lamentar, pois não vou pagar :) por favor, eu aguardo uma solução ASAP.',Positivo
'- pelo que conheço és um rapaz muito simpático e 5 estrelas :)) - preguiça / fixe i guess - é muito clichê dizer que quero ser feliz por isso quero ser rica https://t.co/83zYGdSIdA',Positivo
'@jozanovalis Sim, para o Flamengo :)',Positivo
'Amei o EP Não Nega do @mateuscarrilho Gente todas as músicas são gostosinhas! Da pra arrumar a casa de boa nesse feriadão com esse EP :) https://t.co/ymhhS7w29a',Positivo
'@pjiminsexual eu tenho 15 :)',Positivo
'a partir do momento que a pessoa visualiza e não me responde, eu corto relações :)',Positivo
'@nishidoriya @rmsatan o meu tava assim, vc precisa desinstalar o jogo e instalar de novo, aí volta ao normal :)',Positivo
'@AnnaCelico @gilbertoscholze Tá na mão :) https://t.co/7pzIfjuk8y',Positivo
'Eu to cheia de vídeos do Jimin... Eu juro que esse é o último :)💜 #HAPPYJIMINDAY [CRÉDITOS NO VÍDEO] https://t.co/wprO06g9kA',Positivo
'@comunistasuave seu cabelo tá muito lindo assim :)',Positivo
'@losteany faço o que posso :)',Positivo
'@ol2k16 alguém tem bb :-)',Positivo
'Parabéns, ganhou o prêmio de escrota do dia, à frente até do Frota preso por não pagar a pensão :) https://t.co/tcXIUJt0cg',Positivo
'@Gabriellazanda1 @softbeeh @shyparkj @luanaprdo @_SebaekXing @Pato_An @skyArmyBTS @_koikoii @pjmjump @ShrinkingTeloiv @chrisrosa1411 @21GdUSTSBaXaCAV @JJKPJM_13 @CristinaSamua @Calou97467009 @knakombi @Taayyoongi @leolov4 @lostskj @ekasilvi345 RT dado :) Mana se ganha me dá nem que seja a caixa kskskks brincadeira 😂😂😂 Boa sorte 💗💓',Positivo
'puu pa puu um dia memorável :´) #happyjiminday',Positivo
'@araujocaaa1 Parabéns, ganhou o prêmio de escrota do dia, à frente até do Frota preso por não pagar a pensão :)',Positivo
'Hoje vou estar com o @Noyze6 vou morrer :)',Positivo
'@xizemzer Soza min soze heyran li bendê be :))',Positivo
'Hoje ganhei o dia de tantas maneiras, acho que precisava mm de um dia cm hj :)))',Positivo
'Gostei de um vídeo @YouTube https://t.co/aTpWtVEKHY A DANCAR BREAK :) SEQUENCIA BASICA!',Positivo
'Cheguei!!!! :)',Positivo
'@jaacksays Melhoras! :)',Positivo
'@sofiaramos_scr Ahahha tadinha.. :)',Positivo
'@BabiGuerra1 Babi, pode me segui aki por gentileza?! Pra te mandar DM safada! Hehehe :)',Positivo
'@mrjlnrnh @felipe_autran EleNao, golpe, fascismo, nazismo, onda de fanfic. O PT elegeu o Jair :)',Positivo
'@danivs Brigada &lt;3 pode deixar que eu como direitinho sim, sou a louca das frutas e hj de manhã já comi cereal. Só não quero comer nada que me dê trabalho, sabe? vou ficar na preguicinha e comendo coisa simples :)',Positivo
'to feliz agr :)',Positivo
'Meu tio me deu 50 reais :)))))))))))',Positivo
'@watayya Era justamente nesses lugares que eu queria ir 😀, e no beco do Batman tbm :)',Positivo
'@limaftw2000 Eu meto uma por ti :)',Positivo
'porque é que está gd fila na bilheteria dos comboios em Évora??? :))))',Positivo
'E porque as mais pequeninas também são umas princesas :) Em breve novos modelos para as meninas das alianças! https://t.co/YL7AtzmzEV',Positivo
'Fala Galera, saiu mais um post no meu blog, e aí, já presenciou momentos inusitados em casamentos? Confira os que eu já presenciei e fique a vontade pra contar a sua história :D https://t.co/FG1f3V1gY0',Positivo
'@SauloTavaresBR @Haddad_Fernando https://t.co/IHSxDDqdb7. https://t.co/FPkrM1i13X https://t.co/9ogltktBps https://t.co/83KufciYZf https://t.co/Jct2e5mfby https://t.co/Pjcy7NkyU1 https://t.co/2B5xOJdaYE É tudo fake news? De novo, dúvida sincera kkkk. Não precisa me atacar não :)',Positivo
'Feliz dia das crianças!!! :) https://t.co/bTyYyqH05I',Positivo
'@pc_rockferr @ehomath ta bem, respeito a sua, a dele, só respeite a minha :)',Positivo
'percebo que eu sou um lixo que não faz diferença qnd falo com as pessoas e elas não me dão atenção, mas tá tudo bem :D',Positivo
'Acho q o meu problema de chorar é genético, vi o mamma Mia 2 pela 5 vez mas desta com a minha mãe e choramos as duas :)',Positivo
'@oiejuao @BuenoRhilary oi gatinha :)',Positivo
'https://t.co/vBwOhH5Upk Vote e compartilhe. Obrigado :)',Positivo
'E se saiu @99Vidas novo, sai também o #99VidasBonus exclusivo para colaboradores! Falamos sobre VAIDADE! :D Para escutar -&gt; https://t.co/CGg0zJsPlZ https://t.co/Vx4ehUP091',Positivo
'@RaquelOMorais Baby, eu não tô desistindo. Isso nunca. Mas eu não vou ficar discutindo a toa se tá me fazendo mal. Tô me fortalecendo e fazendo o que eu posso no momento. Cuidar de si tb é resistência :) Fica bem tb, e quero esse abraço com certeza 🤗❤️',Positivo
